drama_id,drama_name,native_name,year,synopsis,genres,tags,director,sc_writer,country,type,tot_eps,ep_duration,start_dt,end_dt,aired_on,org_net,tot_user_score,tot_num_user,tot_watched,content_rt,rank,popularity
a88aff33194c3804d091a0962cb318f009c4734fd6c3f1666e616156e70832b4,Mask Girl,마스크걸,2023,"Kim Mo Mi is an ordinary office woman with a severe sense of inferiority in appearance, and is caught up in various incidents while as an internet broadcast jockey with her face covered with a mask. Joo Oh Nam is Kim Mo Mis coworker. He harbors a one-sided crush on Kim Mo Mi. As a character who also feels inferior about his appearance and lacks presence in general, Joo Oh Nams only source of joy is watching internet broadcasts. He will get swept up in an unexpected incident with Kim Mo Mi.","Thriller,  Mystery,  Comedy,  Drama","Noir, Revenge, Suspense, Inferiority Complex, Fake Identity, Black Comedy, Live Streamer Female Lead, Insecure Female Lead, Secret Crush, Gore",,,South Korea,Drama,7,3600,18/8/23,18/8/23,Friday,Netflix,7.9,5814,13098,18+ Restricted (violence & profanity),2940,1052
c40001209622c610cb93d1a452fbdbaac4221c2c07e0383e23750533ae94d37e,Better Things,Better Things,2023,"Comprised of 3 episodes, the sitcom follows the story of four girls living together in a share house, where every day is full of fun and laughter.",Sitcom,"Short Length Series, Miniseries, Web Series",,,South Korea,Drama,3,960,7/8/23,11/8/23,"Monday, Wednesday, Friday",,8,16,44,Not Yet Rated,42186,99999
b7dd543d9b210dc0bb76dea6b9d9f0f12c3f8a6a9ea5fc3acec48e30e98365a9,My Dearest,연인,2023,"A love-story between a noblewoman and a mysterious man who shows up in her hometown set in the 1600s during the Qing invasion.Yu Gil Chae is a pretty, bubbly, and a bit spoiled young lady who's called the 99 tailed fox of Neunggun-ri. She is aslo a bit of an outcast because other young ladies are jealous of her. They seem to think she's too straightforward and her behavior is inappropriate for a young lady, while young noblemen think highly of her. Gil Chae knows how to get men to fall for her but fails to capture the heart of the person she likes.Lee Jang Hyun is a mysterious man who suddenly appears in the Neunggun-ri social scene. Nobody really knows anything about him. Young nobles don't like him but the elderly are wrapped around his finger. He's been dating around a lot, but he becomes curious about a certain 99 tailed fox, and one day, the said fox quite literally crash lands into his arms.Once war is brewing, the pair finds themselves separated before they could even start to make sense of their feelings.","Historical,  Romance,  Drama,  Melodrama","Joseon Dynasty, Qing Invasion Of Joseon, Historical Fiction, War, Realist Male Lead, Mature Male Lead, Determined Female Lead, Spoiled Female Lead, Strong Male Lead, Older Man/Younger Woman","['Kim Sung Yong', 'Lee Han Joon']",['Hwang Jin Young'],South Korea,Drama,10,4800,4/8/23,2/9/23,"Friday, Saturday",MBC,8.7,1680,8523,15+ - Teens 15 or older,187,1584
d3430eca6f6bcbe87ec5ddf0ebe3e8e8103a6f692611c3a7ec11a8a68647180e,Sing My Crush,따라바람,2023,"After a disastrous first encounter between Ba Ram and Han Tae during their school years, the two strike up an unlikely and close friendship in the aftermath. Years later, will Ba Ram be able to keep his crush on Han Tae a secret any longer?","Music,  Comedy,  Romance,  Youth","LGBTQ+, Band, High School To Working Life, Guitarist Male Lead, Musician Male Lead, Singer Male Lead, Talent Manager Male Lead, Gay Male Lead, Gay Romance, Secret Crush",['So Joon Moon'],,South Korea,Drama,8,1500,2/8/23,2/8/23,Wednesday,,8.1,3613,8224,Not Yet Rated,1885,1628
cce259e20612fd4f91b0eedebee3010286d87d27df971ecdd15008e295fd70f9,The Uncanny Counter Season 2: Counter Punch,카운터 펀치,2023,Evil spirits from the afterlife arrive on Earth in search of an immortal existence. The story follows a group of counters who are tasked with catching these malevolent entities. ,"Action,  Mystery,  Comedy,  Supernatural","Dark Fantasy, Fantasy, Evil Spirit, Drama, Friendship, Slasher Film, Noir, Adapted From A Webtoon, Thriller, Suspense",['Yoo Seon Dong'],"['Kim Sae Bom', 'Yeo Ji Na']",South Korea,Drama,12,4200,29/7/23,3/9/23,"Saturday, Sunday",Netflix OCN tvN,8.5,5542,27408,15+ - Teens 15 or older,571,420
8846b4c3e4a541c2bcdcba1fbc8eb962682dfd2b22267dc30008bc56141bb578,D.P. Season 2,디피 시즌2,2023,"This unfolding story ensues when military desertion arrest squad members (DP), Jun Ho and Ho Yeol, run across absurdities and unchangeable reality on a regular basis.","Action,  Military,  Drama","Male Centered Plot, Post-traumatic Stress Disorder",,['Kim Bo Tong'],South Korea,Drama,6,3000,28/7/23,28/7/23,Friday,Netflix,8.7,6619,15403,15+ - Teens 15 or older,202,892
05c19d64ff92f34717bc81b0431783cdb547bd51186557ebb37d0a2cc394acfd,Longing for You,오랫동안 당신을 기다렸습니다,2023,"A detective who was chasing the real culprit of a serial murder case faces the hidden secret of his family. Jin Sung is a cheerful yet nasty-tempered detective at Woojin Police Station who fights for justice with all his heart. Meanwhile, Young Ju is a competent prosecutor with a high winning rate who believes that injustice must be punished through injustice. She is also an old friend of Jin Sung and Jin Woo. Jin Sung transfers to a special investigation team in Seoul for serial murder cases and carries out the investigation with Young Ju. However, Jin Woo, Jin Sung's brother, gets arrested as a suspect of the serial murders.","Action,  Thriller,  Mystery,  Drama","Professional Male Lead, Childhood Friends' Relationship, Countryside Setting, Dentist Male Lead, Hospital Director Female Lead, Prosecutor Supporting Character, Reporter Male Lead, Prosecutor Female Lead, Prosecutor Male Lead, Detective Male Lead","['Han Cheol Soo', 'Kim Yong Min']",['Kwon Min Soo'],South Korea,Drama,14,4200,26/7/23,7/9/23,"Wednesday, Thursday",ENA Genie TV TVING Viki,7.5,496,5024,15+ - Teens 15 or older,5254,2468
acf58b578cd9e1ed33d29fb122d81e13ca2d126ace62bc26d3b718e88ab507c5,Jun & Jun,준과 준,2023,"His childhood first love, Choi Jun, who disappeared without a word, returned as a hot general manager! An office rom-com about idol-turned-intern Lee Jun and Choi Jun, a heart-fluttering genius director.","Comedy,  Romance","Gay Romance, LGBTQ+, Workplace Romance, Web Series, Boss-Employee Relationship, Intern Male Lead, Cosmetic Industry, Male Chase Male First, Former Celebrity Male Lead, Workplace Setting",['Kim Eun Hye'],['Yoon Na Ra'],South Korea,Drama,8,1500,20/7/23,7/9/23,Thursday,,7.5,2181,13300,Not Yet Rated,5332,1035
c7ede44dd085f45b69db0b8acbc31cee8c52236fc6e1bece45cfe91ea40e5989,Not Others,남남,2023,"When high school student Kim Eun Mi discovered that she was pregnant, her entire life changed in an instant. Determined to keep her baby, Eun Mi did just that. Raising her daughter, Jin Hee, on her own, the two have quite literally grown up together.Now in her forties, Eun Mi works as a physical therapist while twenty-nine-year-old Jin Hee works as an officer at the Namchon Police Substation. Despite being an adult herself, Jin Hee still lives with her mother; a fact which leads to an endless stream of bickering between the two. Though both mother and daughter will agree that they love each other dearly, the two just cant seem to find a way to get along these days.As if struggling to find a way to deal with her daughter wasnt enough, Eun Mis life takes a complicated turn when Dr. Park Jin Hong suddenly appears before her. While Eun Mi tries to make sense of the mysterious Dr. Park, Jin Hee struggles to find a way to get along with her works new director, Eun Jae Won.","Mystery,  Comedy,  Romance,  Drama","Mother-Daughter Relationship, Cohabitation, Single Mother Female Lead, Slice Of Life, Police Officer Female Lead, First Love Returns, Police Officer Male Lead, Family, Police Patrol Division, Bickering Mains' Relationship",['Lee Min Woo'],['Min Sun Ae'],South Korea,Drama,12,3600,17/7/23,22/8/23,"Monday, Tuesday",ENA Genie TV Hulu,8.1,3419,10109,15+ - Teens 15 or older,1627,1343
bcb19f20e6a990a08bdfb58aa42829122f5e9224f646ea5d6719695d823c59e5,Shadow Detective Season 2,형사록 시즌2,2023,"Unfolds the ultimate counterattack of veteran homicide detective Kim Taek Rok, who has returned to investigate the secret mastermind behind the blackmailer 'Friend'.","Mystery,  Drama","Detective Fiction, Detective Male Lead, Miniseries, Investigation",['Han Dong Hwa'],"['Song Jung Woo', 'Hwang Seol Hun']",South Korea,Drama,8,3300,5/7/23,26/7/23,Wednesday,Disney+ Hulu,8,394,1254,15+ - Teens 15 or older,2313,6434
efb130307a90a9ad85bbe53789a016814d2dfc2d4e92ab48049c6b7659f637e5,Celebrity,셀러브리티,2023,Fame. Money. Power. One young woman fights to become the next hottest celebrity in the glamorous yet scandalous world of influencers in Seoul.,"Thriller,  Mystery,  Drama","Social Media, Slight Romance, Lying, Influencer Female Lead, Famous Female Lead, Secret, Nonlinear Narrative, Revenge, Rich Male Lead, Influencer Supporting Character",['Kim Chul Gyu'],['Kim Yi Young'],South Korea,Drama,12,2700,30/6/23,30/6/23,Friday,Netflix,8.3,14366,26806,18+ Restricted (violence & profanity),835,431
d8efb4fac187b8a205e94c5fa0bf413428f36ad911492e2acd006d4ea6b94beb,To Be Honest,솔직하게 말해서,2023,"Don't you have those days where the whole universe seems to be against you? For example, when you're called on in class, or you get your period right before your exams begin, or when you're talking to someone your really like but have an eye booger. But perhaps it's more that I didn't want my life to be so smooth-sailing. Why did my life turn out this way? To be honest, I want to go home.","Youth,  Drama","Short Length Series, Miniseries, Web Series",,,South Korea,Drama,3,600,30/6/23,14/7/23,Friday,,6.8,10,68,Not Yet Rated,58347,99999
43b0d5657cf4a8540ddd2a6dfb82334e9bb61407e54a7ddddbb88ca6f4f9005d,Miraculous Brothers,기적의 형제,2023,"A mystery drama about warm friendship and humanity unfolds when Dong Joo, a passionate young man who only has debts, meets Kang San.Yook Dong Joo is an aspiring writer with an ambitious dream of becoming a best-selling author someday. A disharmonious brotherhood begins when a mysterious unidentified boy, Kang San, falls into his life. Kang San has amnesia and can't even remember his own name, but he has the special ability to hear other people's hearts.","Mystery,  Drama,  Fantasy,  Supernatural","Psychic Male Lead, Psychometry, Time Travel, Investigation, Writer Male Lead, Detective Supporting Character, Doctor Supporting Character, Detective Female Lead, Revenge Killing, Serial Killings",['Park Chan Hong'],['Kim Ji Woo'],South Korea,Drama,16,4200,28/6/23,17/8/23,"Wednesday, Thursday",jTBC,8,930,4653,Not Yet Rated,2358,2649
b2c9103236006a006f467d65ea185fe81e0b1af9f91b6b8593f3618a4165e373,Blue Temperature,파랑의 온도,2023,"Set in the picturesque town of Cheongdo, this story revolves around the lives of two high school students, Soo Ah and Soo Hyuk. Soo Ah temporarily moves to Cheongdo to help her mother with persimmon farming. While adjusting to the new environment, she encounters Soo Hyuk, a responsible and hardworking student who is determined to carry on his family's caf business. Soo Hyuk also happens to be  Soo Ah's first love.As Soo Ah and Soo Hyuk spend time together in Cheongdo, their friendship gradually blossoms into a deep bond.","Romance,  Youth","Student Female Lead, Student Male Lead, School Setting, Teenager Female Lead, Teenager Male Lead, Short Length Series, Miniseries, High School, Web Series, First Love",,,South Korea,Drama,4,420,28/6/23,19/7/23,Wednesday,Naver TV Cast,7.1,16,257,Not Yet Rated,54666,15016
4bb7fe58c17a8084790277d36d4cde59e0cee0bab7be48c0fc26bc78d087c05d,Heartbeat,가슴이 뛴다,2023,"Seon Woo Hyul is a vampire who wants to become a human but ended up becoming half-human when he woke up a day before completing his 100 years of sleep. Meanwhile, Joo In Hae is a modern lady who shows no compassion about him and only wanted to survive. Will they find love and learn to care for each other now that fate brought them together?","Comedy,  Romance,  Fantasy","Cold Female Lead, Vampire Male Lead, Poor Female Lead, Cohabitation, Age Gap [Drama Life], Supernatural, Reincarnation, First Love, Age Gap [Real Life], Half-Human","['Lee Hyun Suk', 'Lee Min Soo']","['Jung Seung Joo', 'Kim Ha Na']",South Korea,Drama,16,3600,26/6/23,15/8/23,"Monday, Tuesday",KBS2,7.4,5403,21548,15+ - Teens 15 or older,6019,590
d19a54ca59ce8c15151a3612e854c3a1fdbe67dcee9d917aaa89dbb2b91f89a4,Durian's Affair,아씨두리안,2023,"A melodramatic fantasy in which two women from Joseon Dynasty, belonging from a noble family, become intertwined with men through time travel to the year 2023, the present.","Romance,  Fantasy,  Melodrama","Historical Fiction, Multiple Mains, Infidelity, Multiple Couples, Joseon Dynasty, Time Travel, Married Life, Family Relationship, Birth Secret, Family Secret",['Shin Woo Cheol'],['Im Sung Han'],South Korea,Drama,16,4200,24/6/23,13/8/23,"Saturday, Sunday",TV Chosun,7.4,520,2344,15+ - Teens 15 or older,6524,4355
2660c9259d913f316062736bc1a18f3ab4565b5bbee30cb92188a6937667616a,Revenant,악귀,2023,"When the door to another world opens, demons exist there. Ku San Young is possessed by one of those demons. Yeom Hae Sang can see the demon which has possessed Ku San Young. They try to figure out the truth behind the mysterious deaths related to the five sacred objects.Ku San Young is busy working part-time during the day and studying to become a low-ranking public officer at night. One day, she receives some articles left behind by her late father. Since then, mysterious deaths take place around her. She also finds herself slowly changing.Yeom Hae Sang comes from a rich background. He teaches Korean folklore at a university. Since he was a child, he has had the special ability to see demons in this world. He even saw his mother get killed by a demon in front of him when he was young. Yeom Hae Sang meets Ku San Young and he faces the demon which killed his mother.Lee Hong Sae is a lieutenant in the violent crimes investigation team. He only cares about advancing his career in the police department. Due to Ku San Young and Yeom Hae Sang, he gets involved in mysterious cases.","Thriller,  Mystery,  Horror,  Supernatural","Spirit Possession, Occult, Folklore, Spirit, Student Female Lead, Winter Setting, Ghost Supporting Character, Professor Male Lead, Detective Supporting Character, Detective Male Lead","['Lee Jung Rim', 'Kim Jae Hong']",['Kim Eun Hee'],South Korea,Drama,12,4200,23/6/23,29/7/23,"Friday, Saturday",SBS,8.7,6514,20031,15+ - Teens 15 or older,242,650
e717a6f28b963790d18e12c7c67b0fb5b8b75ade3c03b38600f72bb91398089a,Numbers,빌딩숲의 감시자들,2023,"Ho Woo is the first and only high school graduate accountant to join the top accounting firm in the country. With his outstanding memory, observation, adaptation, and sense of justice that ordinary accountants rarely have, he is more than a perfect employee. Je Kyun and Seung Jo are father and son, and Je Kyun is the Vice President of the accounting firm. Despite the fact that he is well-known for his generous personality, he is a man who does not hesitate to get what he wants. Seung Jo is the ace accountant of the firm who's quite the opposite of Ho Woo. These two work together with numbers to achieve their own goals. Their goals are different, but they are headed towards the same target. Will they be able to serve justice in this accounting firm?","Action,  Thriller,  Mystery,  Drama","Accountant Male Lead, Corruption, Smart Male Lead, Tragic Past, Workplace Setting, Office Setting, Business, Bromance, Workplace Politics, Injustice",['Kim Chil Bong'],"['Oh Hye Seok', 'Jung An']",South Korea,Drama,12,3600,23/6/23,29/7/23,"Friday, Saturday",MBC,7.9,2245,9517,15+ - Teens 15 or older,2926,1429
fbe2c0a674cb0083fee96135325f9d7fa84755b102235e2b1027b8eff62fcaa4,Lies Hidden in My Garden,마당이 있는 집,2023,"Moon Joo Ran grew up in a wealthy family. She is now a housewife and married to Jae Ho, who works as a doctor. They live in a house with a yard. Her peaceful daily life is abruptly shaken when she notices a strange smell in her backyard. This leads to Moon Joo Ran eventually investigating her husband and meeting Chu Sang Eun. Chu Sang Eun lives a completely different life from Moon Joo Ran. She grew up in a poor environment and, even now, suffers from financial difficulties. She lives in a shabby rented apartment with her husband, Kim Yun Beom. Kim Yun Beom works for a pharmaceutical company. Sang Eun is subject to domestic violence by her husband, Kim Yun Beom. Her life is completely miserable. One day, she receives a phone call that Kim Yun Beom is dead.","Thriller,  Mystery,  Psychological,  Drama","Rich Woman/Poor Woman, Post-traumatic Stress Disorder",['Jung Ji Hyun'],['Ji Ah Nee'],South Korea,Drama,8,3600,19/6/23,11/7/23,"Monday, Tuesday",ENA Genie TV,7.8,2021,7486,15+ - Teens 15 or older,3523,1758
b1a8592a87240cc0c934579c3374f249be89d7ec37d01d7c4135f98d6cb948c2,Adult Kids,어른애들,2023,A hyper-realistic drama depicting the daily lives of clumsy women in their 30s in the fashion industry and their joys and sorrows at work.,"Life,  Drama","Female Centered Plot, Short Length Series, Miniseries, Web Series",,,South Korea,Drama,8,600,19/6/23,7/8/23,Monday,,7.6,50,547,Not Yet Rated,46680,10329
efe3af9237da546fc8b41d35cfc08ee99e084a25664bdb4391026f0ac38a24a8,See You in My 19th Life,이번 생도 잘 부탁해,2023,"Ban Ji Eum has an extraordinary ability: she can remember the memories of all her past lives. Repeating her reincarnation for nearly a thousand years, Ban Ji Eum has been living all her lives diligently. After her previous life is cut short by a tragic accident, she sets out to reconnect with the people of her past life in her current one, and decides to find a man named Moon Seo Ha, whom she met in her 18th life. Will memories of her 18th life sabotage romance in her 19th? Or will love endure across different lives?On the other side, there is also Yoon Cho Won, a landscape architect and the younger sister of Yoon Joo Won, whose life collapsed after her older sister's death. She is courageous and kind, even after facing the death of her beloved sister, but she struggles to maintain her brightness. When Yoon Cho Won meets Ban Ji Eum by chance and sees her older sister in her, she wonders about Ban Ji Eums identity.Then there's Ha Do Yoon, Moon Seo Has secretary and best friend since childhood. Although they come from completely different backgrounds, Ha Do Yoon feels some kind of affinity for him. ","Comedy,  Romance,  Drama,  Fantasy","Reincarnation, Past Life, Trauma, Death, Adapted From A Webtoon, Childhood Friends' Relationship, First Love, Flashback To Past, Competent Female Lead, Straightforward Female Lead",['Lee Na Jung'],"['Han Ah Reum', 'Choi Young Rim']",South Korea,Drama,12,4200,17/6/23,23/7/23,"Saturday, Sunday",Netflix TVING tvN,8.5,18315,40058,15+ - Teens 15 or older,582,245
c4a87b1ff2f7b63e783a33b262a0b46bf9d5df81a5cb44a93fe0a937adef53ff,King the Land,킹더랜드,2023,"Heir Goo Won cannot stand fake smiles. When he meets Cheon Sa Rang, her sincere smile is at the ready. The pair seek to create happy moments where they can smile brightly at each other. King of the Land is a VVIP business lounge, a paradise catering to wealthy hoteliers. It is owned by The King Group, with hotels, distribution companies, and an airline in its portfolio. Now Goo Won has been thrown into an inheritance tug-of-war. With his brilliant mind,innate grace, and captivating charm, he has everything but lacks common sense when dating.Cheon Sa Rang makes the world brighter with just her smile. She is thrilled to land a job at the King Hotel, where she had some of her happiest times as a child. She must now put those sweet memories away and mature quickly to face the frequent workplace prejudices and misunderstandings that come her way. ","Comedy,  Romance","Rich Male Lead, Hotel Setting, Best Friends' Relationship, Hardworking Female Lead, Male Chases Female First, Workplace Setting, Secondary Couple, Opposites Attract, Steamy Kiss, Bright Female Lead","['Im Hyun Wook', 'Choi Sun Min']",['Choi Rom'],South Korea,Drama,16,4800,17/6/23,6/8/23,"Saturday, Sunday",jTBC Netflix TVING,8.4,25171,54871,15+ - Teens 15 or older,788,144
d771da187b5c5990f7b147f6e946d9ae99fbf9b7b72877cd8067c8597059b1a0,Bloodhounds,사냥개들,2023,"When reserved rookie boxer Kim Geon Woo squares off against loquacious southpaw Hong Woo Jin, Geon Woo narrowly prevails  but the two former marines become fast friends. As their friendship grows, so do the financial woes that plague Geon Woos mother. To save her quaint caf from going under, she signs off on a hefty loan. But when it turns out shes been targeted by Smile Capital  a ruthless loan shark business  Geon Woo and Woo Jin do everything in their power to make it right. Fate intervenes as the pair end up working for a generous money lender whose foster daughter is dead set on taking down the loan sharks.","Action,  Thriller,  Crime,  Drama","Strong Male Lead, Bromance, Debt, Boxing, Graphic Violence, Boxer Male Lead, Adapted From A Webtoon, COVID-19, Skilled Fighter, Multiple Mains",,,South Korea,Drama,8,3600,9/6/23,9/6/23,Friday,Netflix,8.6,13945,28497,18+ Restricted (violence & profanity),280,397
e425bf68a2136f8f3a4ed561f03fce745d136ba3ff0011520bdd88b1615794d3,Love Tractor,트랙터는 사랑을 싣고,2023,"Seon Yul, a temporarily relocated city man, meets Ye Chan, a rural man who adores the countryside. Seon Yul comes to the countryside to experience life knowing nothing about farming and Ye Chan appears before him. As Seon Yul learns to adapt to rural living and engage in farming activities, he becomes increasingly attracted to Ye Chan's sincerity and enthusiasm. Together, the two embark on a chaotic and romantic countryside journey of healing and love. ","Comedy,  Romance,  Life","Countryside Setting, Gay Male Lead, Gay Romance, Nice Male Lead, Adapted From A Webtoon, Farmer Male Lead, Innocent Male Lead, LGBTQ+, Lively Male Lead, Kind Male Lead",['Yang Kyung Hee'],,South Korea,Drama,8,1500,7/6/23,21/6/23,Wednesday,,7.9,7245,13407,13+ - Teens 13 or older,2479,1027
0492f5a1c6db7fc33f8bce33457846a4d9c3e77f72c6cc920a71a48ae1c318bb,Romance by Romance,로맨스 바이 로맨스,2023,"Having never been involved in a long-term relationship, Ha Yoon was hoping that her current boyfriend, Nam Tae Ryun, would be the one to change all of that. But when he announces he wants to break up with her before they even reach their 100th day, Ha Yoon refuses to accept her fate without a fight.Determined to make this relationship last, Ha Yoon suggests a month-long break-up grace period in which she and Tae Ryun are allowed to spend as much time apart as they want, without calling things off completely. Agreeing to her terms, Tae Ryun and Ha Yoon draw up a contract in which the terms of their grace period are clearly stated. While Tae Ryuun goes about his life, Ha Yoon somehow finds herself signing an entirely different contract with her best friend and college colleague, Kang Jin.Though certain his month away from Ha Yoon would be easy, Tae Ryun begins to have second doubts when he realizes shes been spending time with Kang Jin. With unexpected feelings of jealousy stirring, will Tae Ryun be willing to let Ha Yoon go without a fight?",Romance,"Short Length Series, Miniseries, Web Series, Love Triangle",,,South Korea,Drama,10,900,7/6/23,28/6/23,Wednesday,,7.4,382,1125,15+ - Teens 15 or older,6336,6921
bb8f0f9efca8a7972b6eb6f9e12bd246e8cef4ca3c98ba0229bc8a42ca3a644d,The Villain of Romance,로맨스빌런,2023,"A coming-of-age story and realistic romance about young college villains who are still learning about love. Kang Hee Jae desperately wants to appear cool to others, but secretly feels smaller than plankton on the inside. While struggling to forgive his girlfriend, Yoo Jin, for her savage behavior, he winds up gradually transforming into an obsessive monster.Meanwhile, Ban Yoo Jin is a highly intelligent older student at Kang Hee Jaes college. Because Yoo Jin can never seem to keep a relationship going for longer than 100 days, she starts to worry that shell wind up living a lonely life alone. So when younger student Hee Jae boldly shoots his shot, she decides to put him through some intense training as they date.",Romance,"School Setting, University, Miniseries, Coming Of Age",,,South Korea,Drama,10,2700,5/6/23,27/6/23,"Monday, Tuesday",MBC Dramanet,6.9,118,931,15+ - Teens 15 or older,57420,7725
dc004cf76152062186305d9de5eb9841f49178cebca0a66a05bc9a12cda68a64,Sound Candy,소리사탕,2023,"A group of young individuals with different backgrounds come together at a pension located in Jeju. They rediscover their love and friendship through the mystery of""SoundCandy.""",Drama,"ASMR, Miniseries, Web Series",['Kang Hee Ju'],,South Korea,Drama,10,1500,3/6/23,1/7/23,Saturday,TVING,7,102,835,G - All Ages,55928,8231
69b041835c857f177ff8980a02d188687e00e08c1fff3af768b484b75e5b9221,Battle for Happiness,행복배틀,2023,"A suspense drama depicting mothers engaged in a fierce social media battle to destroy each others' happiness for their own, to free themselves from oppression, hurt, and secrets, and regain their true selves.","Thriller,  Mystery,  Drama","Female Centered Plot, Office Worker Female Lead, Hatred, Social Media, Secret, Greed, Female Rivalry, Rich Female Lead, Jealousy, Multiple Mains",['Kim Yoon Cheol'],['Joo Young Ha'],South Korea,Drama,16,4200,31/5/23,20/7/23,"Wednesday, Thursday",Amazon Prime ENA TVING,7.8,636,2991,Not Yet Rated,3021,3684
c4bc845b6562795d986dc4e15d5022c0e4601d372062ff432ffe5dccf36242c6,Bitch X Rich,청담국제고등학교,2023,Baek Je Na is a third-generation conglomerate and a gold spoon of the highest class at Cheongdam International High School. Kim Hye In grew up in poverty and is offered a chance to study at the Cheongdam International High School in exchange for her silence on a murder she witnessed. Cheongdam International High School is a homicide mystery that follows Je Nas rivalry with Kim Hye In as they are pitted against each other in mental warfare. (Sources: pinkvilla.com; nme.com),"Thriller,  Mystery,  Youth,  Drama","Transfer Student Female Lead, Student Female Lead, Student Male Lead, School Setting, Teenager Female Lead, Teenager Male Lead, Rich Female Lead, Poor Female Lead, Miniseries, Death",,,South Korea,Drama,10,2100,31/5/23,28/6/23,Wednesday,Netflix,7.5,2468,7885,15+ - Teens 15 or older,5710,1689
db6dfb6f024840de7b115822326544858a1d1122747d67f7664678a7e57e3789,Delightfully Deceitful,이로운 사기,2023,"Clever con artist Lee Ro Um suffers from a distinct lack of empathy. One day, she is falsely implicated on charges of killing her estranged parents. She is exonerated after 10 years with the help of a passionate, highly empathetic lawyer, Han Moo Young.The two come to form an unlikely alliance to fight against wrongdoers and exact revenge on them.","Comedy,  Crime,  Drama","Revenge, Polar Opposites, Trauma, Swindler Female Lead, Teamwork, Smart Female Lead, Fraud, Deception, Morality, Breaking The Fourth Wall",['Lee Soo Hyun'],['Han Woo Joo'],South Korea,Drama,16,4200,29/5/23,18/7/23,"Monday, Tuesday",tvN,7.9,2402,10931,15+ - Teens 15 or older,2831,1249
78ee5044611feb4667c1b7db09a1fc9fcb89dd7f01c4422aaea6a634dbe23eba,One Day Off,박하경 여행기,2023,"Set in the 1990's, Park Ha Kyung teaches Korean literature at a high school. To escape her ordinary days, Park Ha Kyung decides to take one day trips on Saturdays. During her one day trip, she walks around, eats different foods, and meets various people. She realizes she receives comfort and empathy through her travels.","Food,  Life,  Drama","Teacher Female Lead, Self-love, Solo Trip, Independent Female Lead, Smart Female Lead, Healing, Traveling, Miniseries, 1990s, Life Lesson",['Lee Jong Pil'],['Son Mi'],South Korea,Drama,8,1500,24/5/23,31/5/23,Wednesday,,8.2,660,3111,Not Yet Rated,1203,3583
e39be8ff3b3554b8ecec303b8f0928477c49cc3f618b6f4a37a2acbf00b15c31,Star Struck,스타스트럭,2023,"When love is kept for a long time...will that feeling blossom?Seo Han Joon has been in love with his childhood friend, Jo Yoo Jae, for a long time. He knew his feelings wouldnt be reciprocated, and it didnt matter because he never even dreamed of confessing to him. But this time, he wanted to express his love...","Romance,  Youth","Jealous Male Lead, Possessive Male Lead, Gay Male Lead, Gay Romance, Friendship, High School To College, Poor Male Lead, Best Friends' Relationship, LGBTQ+, Miniseries","['Park Sun Jae', 'Kim Hoon Gwang']",['Jung Hyun Woo'],South Korea,Drama,8,1020,18/5/23,8/6/23,Thursday,,6.8,4437,10559,15+ - Teens 15 or older,8686,1287
be87e23ab4ef799afefd68106a3f1e2ce9bb123c87f795896d2a4c9d96671036,Oh! Youngsim,오! 영심이,2023,"Oh Young Sim is single and in her 30s. She has worked as a TV variety show PD for 8 years. She wanted to make people laugh with her TV shows, which were always cancelled due to low popularity ratings. Her career is now in a crisis. She has a chance to produce a love entertainment show as a pilot program. For the show, Oh Young Sim casts famous start-up founder Mark Wang as a guest. She is surprised that Mark Wang is Wang Kyung Tae. When they were little, Wang Kyung Tae had a crush on Oh Young Sim, and he always let her know how he felt about her. Oh Young Sim did not feel the same way towards Wang Kyung Tae at the time. He then suddenly moved to the United States with his family. They lost contact with each other afterward.Now, 20 years after they were last together, Wang Kyung Tae appears in front of her as CEO Mark Wang. Meanwhile, PD Lee Chae Dong works with PD Oh Young Sim in the same variety show department. He is always on her side. Also, around Oh Young Sim is her friend Goo Wol Sook. She runs the popular YouTube video channel ""Ku's Date"".","Comedy,  Romance","Childhood Acquaintances Reuniting, Producer Female Lead, Entertainment Industry, First Love Returns, Producer Supporting Character, Childhood Crush, Miniseries, Rejection, Bickering Mains' Relationship, Comic Artist Supporting Character","['Kim Eun Kyung', 'Oh Hwan Min']",['Jeon Seon Young'],South Korea,Drama,10,3000,15/5/23,13/6/23,"Monday, Tuesday",ENA Genie TV,7,1252,4708,Not Yet Rated,8131,2619
b243b502cf9bd5003371500230e1d6edc7f35f68e5f2daa5fd4bbf211a6aa8a1,Black Knight,택배기사,2023,"In 2071, toxic air pollution had devastated the world, leaving only 1% of the population alive. People rarely leave their homes without gas masks, and delivery drivers known as knights protect and deliver packages. One legendary knight, Knight 5-8, meets a young refugee named Sa Wol who dreams of becoming a knight. With the help of Seol A, an officer in the Defense Intelligence Command, Knight 5-8 trains and mentors Sa Wol, helping him achieve his dream in a dangerous and harsh world.","Action,  Adventure,  Drama,  Sci-Fi","Skilled Fighter, Found Family, Strong Male Lead, Social Injustice, Discrimination, Dystopia, Post Apocalyptic, Competition, Class Conflict, Truck Driver Male Lead",,,South Korea,Drama,6,2520,12/5/23,12/5/23,Friday,Netflix,8.2,9650,21674,15+ - Teens 15 or older,1459,587
