Name,Episodes,Released Year,Language,Rating,Ranking
Reverse,10,2017,Japanese,7.8,3014
Find Me if You Can,8,2021,Korean,7.7,3877
Who Are You: School 2015,16,2015,Korean,8.2,1284
Someday or One Day,13,2019,Taiwanese,9.0,47
Innocent Days,6,2018,Japanese,7.7,4120
The Promise,102,2016,Korean,7.7,4245
Phoenix,26,2004,Korean,7.3,7208
Big Issue,32,2019,Korean,7.9,2596
Love The Way You Are,24,2019,Chinese,7.9,2691
Innocent Love,10,2008,Japanese,7.2,7722
I Hear Your Voice,18,2013,Korean,8.5,499
Hachi-One Diver,11,2008,Japanese,6.9,8646
Player,14,2018,Korean,8.3,868
Bong Soon: A Cyborg in Love,12,2016,Korean,7.0,8398
Seigi no Mikata,10,2008,Japanese,7.7,3683
Majisuka Gakuen,12,2010,Japanese,7.3,6773
Wonderful Time,40,2021,Chinese,7.2,7294
Kamen Rider 555,50,2003,Japanese,7.9,2979
Koko wa Ima kara Rinri desu,8,2021,Japanese,7.9,2785
Nigeru wa Haji da ga Yaku ni Tatsu,11,2016,Japanese,8.1,1578
Cheat,10,2019,Japanese,7.4,6487
Samurai Sentai Shinkenger,49,2009,Japanese,8.3,1112
The Legend of the Condor Heroes,50,2008,Chinese,8.1,1695
Yokai Ningen Bem,10,2011,Japanese,7.5,5475
Nightmare Teacher,12,2016,Korean,7.6,4946
The Legend of Brown Sugar Chivalries,13,2008,Taiwanese,7.0,8406
Jitenshaya-san no Takahashi-kun,8,2022,Japanese,8.0,2052
She Makes My Heart Flutter,5,2022,Korean,8.3,945
Martial Universe,40,2018,Chinese,7.6,4483
100 Days My Prince,16,2018,Korean,8.3,898
Date - Koi to wa Donna Mono Kashira,10,2015,Japanese,7.7,4039
Kanojo wa Kirei datta,10,2021,Japanese,8.1,1905
Yamikin Ushijima-kun,9,2010,Japanese,7.7,4301
Tell Me What You Saw,16,2020,Korean,8.2,1295
Project S: SPIKE,8,2017,Thai,8.1,1885
Love to the End,104,2018,Korean,7.3,6690
EXO Next Door,16,2015,Korean,7.7,4174
Shinya Shokudo 3,10,2014,Japanese,8.0,1957
Garo: Makai Senki,24,2011,Japanese,7.9,2778
Memorist,16,2020,Korean,8.4,716
Bad and Crazy,12,2021,Korean,8.5,440
One and Only,24,2021,Chinese,8.7,241
Mashin Sentai Kiramager,45,2020,Japanese,8.0,2280
Chronicle of Life,37,2016,Chinese,7.5,5254
Hotelier,20,2001,Korean,7.5,5432
Bunlang Dok Mai,14,2017,Thai,7.6,4852
Love Around,21,2013,Taiwanese,7.5,5545
My Love By My Side,50,2011,Korean,7.3,6930
Twilight,40,2023,Chinese,7.3,6887
Black & White,24,2009,Taiwanese,8.0,2031
Dear Mom,84,2014,Taiwanese,7.7,3667
My Neighbour Can't Sleep,24,2019,Chinese,7.6,4881
Roop Thong,18,2018,Thai,6.8,8696
After School: Lucky or Not Season 2,12,2014,Korean,7.1,7934
Ani ni Aisaresugite Komattemasu,5,2017,Japanese,7.3,6989
Cute Programmer,30,2021,Chinese,7.8,3426
Sweet First Love,24,2020,Chinese,7.8,3523
Tumbling,11,2010,Japanese,7.9,2373
Queen of Mystery,16,2017,Korean,8.2,1405
I Told Sunset About You,5,2020,Thai,8.2,1330
Wish To See You Again,16,2008,Taiwanese,7.2,7506
They Kiss Again,20,2007,Taiwanese,8.3,1029
Medical Examiner Dr. Qin: Silent Evidence,30,2021,Chinese,7.5,5221
Summer Guys,10,2021,Korean,7.5,5854
Again!,10,2014,Japanese,7.0,8403
DCU,9,2022,Japanese,7.3,6678
Taste of Love,24,2023,Chinese,7.4,6170
Love Returns,120,2017,Korean,7.4,6207
Smiling Pasta,17,2006,Taiwanese,7.4,6489
King Gwanggaeto the Great,92,2011,Korean,7.8,3384
Shokuzai,5,2012,Japanese,7.3,6882
Let's Go Fighting,30,2022,Chinese,7.3,7114
The Heiress,24,2020,Chinese,7.5,5707
Fah Jarod Sai,11,2013,Thai,7.5,5645
Fighting Girl,24,2022,Chinese,7.2,7279
"Moshimo, Ikemen Dake no Koukou ga Attara",10,2022,Japanese,7.5,5363
The Law Protector,10,2017,Thai,7.7,4289
Night Watchman's Journal,24,2014,Korean,7.2,7526
I Have a Smart Doctor Wife Season 2,21,2023,Chinese,7.4,6301
Revolutionary Love,16,2017,Korean,7.4,6234
Desire Catcher,24,2023,Chinese,7.8,3430
Show Me Love,9,2023,Thai,7.0,8246
Customize Happiness,38,2016,Chinese,7.3,6780
Nang Ai,15,2016,Thai,7.8,3115
Dr. Romantic,20,2016,Korean,8.7,265
Till Death Tear Us Apart,15,2017,Chinese,7.7,4004
"Kekkon Surutte, Hontou Desu ka?",10,2022,Japanese,7.4,6294
When Love Walked In,32,2012,Taiwanese,7.2,7731
Touch,16,2020,Korean,7.3,6902
My Girlfriend's Boyfriend Season 2,16,2017,Chinese,7.8,3468
God's Quiz Season 2,12,2011,Korean,8.2,1194
Our First: Seventeen,10,2021,Korean,7.4,6367
Neung Nai Suang,12,2015,Thai,7.7,3823
Squid Game,9,2021,Korean,8.5,556
The Wolf Princess,24,2021,Chinese,7.8,3367
Flower Grandpa Investigation Unit,12,2014,Korean,7.8,3139
Sandglass,24,1995,Korean,7.9,2664
Yumi's Cells,14,2021,Korean,8.4,668
Ruk Tong Oom,15,2014,Thai,7.6,4638
Handsome Siblings,44,2020,Chinese,8.1,1535
Healer of Children,44,2020,Chinese,7.9,2955
"Sang Doo, Let's Go To School",16,2003,Korean,7.2,7759
Momikeshite Fuyu,10,2018,Japanese,7.9,2971
The Novelist,6,2018,Japanese,7.2,7649
The Deadly Affair,18,2022,Thai,7.1,8005
"I'm Tee, Me Too",8,2020,Thai,8.2,1394
Swimming Battle,18,2016,Taiwanese,7.4,5950
7th Grade Civil Servant,20,2013,Korean,6.9,8660
Yellow,10,2017,Korean,7.4,5965
Brother Beat,11,2005,Japanese,7.5,5347
Kamen Rider Ryuki,50,2002,Japanese,7.9,2421
Blue Flame Assault,33,2022,Chinese,7.7,3993
My Mr. Mermaid,36,2017,Chinese,8.1,1842
The Running Mates: Human Rights,14,2019,Korean,7.4,6360
My Mermaid Boyfriend,20,2022,Chinese,7.3,6691
House of Bluebird,50,2015,Korean,7.4,6106
My Only Love Song,20,2017,Korean,7.8,3619
Klin Kasalong,15,2019,Thai,7.4,6064
Dok Go Bin Is Updating,12,2020,Korean,7.4,5940
Crazy Love,100,2013,Korean,6.9,8572
Lie to Me,16,2011,Korean,7.5,5741
Princess Jieyou,45,2016,Chinese,7.5,5757
Hormones Season 3,13,2015,Thai,7.8,3567
Nickname Pine Leaf,3,2021,Korean,7.0,8381
Forward Forever,58,2020,Chinese,7.6,5002
Himitsu no Kankei - Sensei wa Doukyonin,13,2011,Japanese,7.3,6865
Himomen,7,2018,Japanese,7.1,7921
The Spies Who Loved Me,16,2020,Korean,7.5,5719
"Growling Tiger, Roaring Dragon",44,2017,Chinese,8.0,2139
Beautiful Love: If You're Here,12,2010,Japanese,6.9,8604
Ma Boy,3,2012,Korean,7.3,6915
The Legend of Jin Yan,34,2020,Chinese,7.4,6063
Midnight Motel,6,2022,Thai,7.8,3083
Misaki Number One!!,10,2011,Japanese,7.3,6948
Clocking Out,4,2016,Korean,7.2,7614
Itoshi Kimi e,11,2004,Japanese,7.6,5150
Novoland: The Castle in the Sky,28,2016,Chinese,7.7,3968
3B no Koibito,10,2021,Japanese,7.0,8371
Rivalry,20,2022,Thai,8.0,2168
My Fairy Doctor,34,2022,Chinese,7.6,4793
Rascal Sons,50,2012,Korean,7.2,7608
Pin to Kona,10,2013,Japanese,7.6,4976
U-Prince: The Crazy Artist,4,2017,Thai,8.0,2261
Best Lover,16,2016,Chinese,7.2,7718
Code Blue Season 2,11,2010,Japanese,8.3,1024
Extraordinary Attorney Woo,16,2022,Korean,8.9,61
Evil Minds Season 2,24,2016,Chinese,7.7,4025
Mop Girl,10,2007,Japanese,7.5,5624
Eccentric! Chef Moon,16,2020,Korean,7.6,4831
To My Star Season 2: Our Untold Stories,10,2022,Korean,8.2,1424
Hello Harinezumi,10,2017,Japanese,7.6,4507
The Three GentleBros,18,2022,Thai,7.8,3201
Side Story of Fox Volant,40,2022,Chinese,8.3,860
"Go Princess, Go!",35,2015,Chinese,7.7,4159
Love in Black Hole,12,2021,Korean,7.1,7894
18 vs. 29,16,2005,Korean,7.0,8412
xxxHolic,8,2013,Japanese,7.2,7644
TOKYO AIRPORT - Tokyo Kuukou Kansei Hoanbu,10,2012,Japanese,7.5,5220
"Work Later, Drink Now",12,2021,Korean,8.4,640
What Happened in Bali,20,2004,Korean,7.4,6236
Kou Kou Kyoushi,11,1993,Japanese,7.6,4684
Justice in the Dark,8,2023,Chinese,8.3,926
My Dearest Boss,30,2022,Chinese,7.3,6953
"Edo Moiselle: Reiwa de Koi, Itashinsu",10,2021,Japanese,7.5,5664
Romance Zero,16,2009,Korean,6.8,8705
Ghost Doctor,16,2022,Korean,8.6,364
The Ten Deadly Sins,21,2016,Chinese,7.3,6620
Precise Shot,20,2020,Chinese,7.7,4348
Together with Me: The Next Chapter,13,2018,Thai,7.5,5476
Bad Genius,12,2020,Thai,8.5,545
The Iron Empress,78,2009,Korean,7.5,5872
Singing All Along,56,2016,Chinese,7.9,2865
Song of the Moon,40,2022,Chinese,7.9,2587
Women Walk the Line,36,2022,Chinese,7.2,7414
G-Senjou no Anata to Watashi,10,2019,Japanese,7.9,2420
Flower Boy Next Door,16,2013,Korean,7.6,5000
Amazing Sisters,20,2021,Chinese,7.5,5499
Khun Chai Ronaphee,11,2013,Thai,7.8,3203
Kamen Rider OOO,48,2010,Japanese,8.3,1065
"Kanojo, Okarishimasu",10,2022,Japanese,7.3,6873
Tokyo Zenryoku Shoujo,11,2012,Japanese,7.4,6515
The Heaven Sword and Dragon Saber,40,2009,Chinese,7.7,4065
"Mou Ichido Kimi ni, Propose",10,2012,Japanese,7.4,6459
Oh My Drama Lover,24,2020,Chinese,7.6,4988
What Zabb Man!,8,2022,Thai,7.2,7655
Partners for Justice Season 2,32,2019,Korean,8.7,228
Juhan Shuttai!,10,2016,Japanese,8.5,570
Private Lives,16,2020,Korean,7.4,6217
Tawan Tor Saeng,15,2012,Thai,7.2,7373
Kei×Yaku: Abunai Aibou,10,2022,Japanese,7.5,5503
4-punkan no Marigold,10,2019,Japanese,7.5,5901
Good Casting,16,2020,Korean,7.9,2953
"Tsuma, Shogakusei ni Naru",10,2022,Japanese,8.1,1556
My First First Love Season 2,8,2019,Korean,7.7,3861
Eight Hours,36,2022,Chinese,7.7,4321
An Eye for an Eye,18,2021,Thai,7.2,7518
Left-Handed Wife,103,2019,Korean,7.2,7304
Soul Plate,6,2019,Korean,7.5,5187
Terius Behind Me,32,2018,Korean,8.3,1075
My Perfect Stranger,16,2023,Korean,8.6,328
Kamen Rider Ghost,50,2015,Japanese,6.9,8566
Diary of Tootsies Season 2,12,2017,Thai,7.6,4549
Murai no Koi,8,2022,Japanese,7.4,6308
Is Xian Zun Whitewashed Today?,25,2022,Chinese,7.7,4335
Run On,16,2020,Korean,8.3,1138
Love Is All,26,2020,Chinese,7.8,3557
Bite Sisters,10,2021,Korean,7.4,6097
You from the Future,24,2023,Chinese,7.6,4482
Homemade Love Story,100,2020,Korean,7.8,3640
My Lovely Bodyguard,12,2022,Thai,7.9,2621
My Calorie Boy,30,2022,Chinese,8.4,742
Ramen Daisuki Koizumi-san,4,2015,Japanese,7.1,7949
Shikaku Tantei Higurashi Tabito,9,2017,Japanese,7.9,2536
Hello There,20,2023,Chinese,7.6,4630
Another Parting,5,2014,Korean,6.9,8468
My Boss Next Door,30,2021,Chinese,6.9,8504
Chou no Rikigaku,6,2019,Japanese,7.7,3803
The Sound of Your Heart,20,2016,Korean,8.3,995
Yoiko no Mikata,9,2003,Japanese,7.4,6244
Bad Family,16,2006,Korean,7.6,5048
Chef Fang,36,2017,Chinese,8.1,1861
Seven of Me,38,2017,Chinese,7.9,2551
Romance of a Twin Flower,38,2023,Chinese,7.8,3611
The Only You,22,2021,Chinese,7.3,6966
Birthcare Center,8,2020,Korean,8.4,766
Summer Scent,20,2003,Korean,7.3,7204
Dr. White,10,2022,Japanese,7.6,5093
Royal Sister Returns,36,2017,Chinese,7.4,6597
All is Well,102,2015,Korean,7.0,8247
Kingdom,6,2019,Korean,8.8,148
Sprout,12,2012,Japanese,6.9,8598
KO One,21,2005,Taiwanese,7.4,6547
Taiyou no Uta,10,2006,Japanese,7.7,4200
Jejoongwon,36,2010,Korean,7.9,2836
My True Friend,48,2019,Chinese,7.6,5173
Gracious Revenge,103,2019,Korean,7.4,6339
Past-Senger,12,2023,Thai,6.9,8577
Team Bulldog: Off-duty Investigation,12,2020,Korean,8.3,921
The Moment,4,2020,Thai,7.2,7715
Somewhere Only We Know,24,2019,Chinese,7.6,4628
My Strange Friend Season 2,12,2020,Chinese,7.2,7777
The Outsider,38,2023,Chinese,7.7,3822
Seishun Cinderella,10,2022,Japanese,7.6,4906
Dinner,11,2013,Japanese,7.6,4738
SHARK Season 2,12,2014,Japanese,7.3,6847
King2Hearts,20,2012,Korean,8.2,1244
Star and Sky: Star in My Mind,8,2022,Thai,7.6,4792
Large Queen,24,2022,Chinese,7.1,7891
P.S. Man,21,2010,Taiwanese,7.2,7749
Warm on a Cold Night,36,2023,Chinese,8.2,1375
First Love Again,6,2022,Korean,7.2,7555
Panthakan Rak,14,2018,Thai,7.7,4318
Lady of Law,40,2022,Chinese,7.8,3452
The Bond,36,2021,Chinese,8.5,547
Meeting You,28,2020,Chinese,8.1,1774
Buchou to Shachiku no Koi Modokashii,12,2022,Japanese,7.4,6394
Secretary Bai Wants to Resign Everyday,21,2022,Chinese,7.8,3259
Hakui no Senshi!,10,2019,Japanese,7.8,3496
Ojisan wa Kawaii Mono ga Osuki,5,2020,Japanese,7.8,3559
My Absolute Boyfriend,40,2019,Korean,7.3,6971
Ton Ruk Rim Rua,11,2013,Thai,7.5,5387
Kamen Rider Geats,49,2022,Japanese,7.8,3045
Utahime,11,2007,Japanese,7.6,4546
609 Bedtime Story,11,2022,Thai,7.2,7406
Ore no Kawaii wa Mousugu Shohikigen!?,9,2022,Japanese,7.8,3465
Neko Zamurai,12,2013,Japanese,7.7,4041
Alice no Toge,10,2014,Japanese,7.8,3596
The Blessed Girl,40,2021,Chinese,7.7,4144
Duang Jai Akkanee,10,2010,Thai,7.8,3528
The Naked Director,8,2019,Japanese,7.9,2782
The Legend of Zu Season 2,48,2018,Chinese,7.9,2589
Project S: Shoot! I Love You,8,2017,Thai,7.5,5357
Bokura no Shokutaku,10,2023,Japanese,8.3,1026
Dokushin Kizoku,11,2013,Japanese,7.3,7212
H2: Kimi to Ita Hibi,11,2005,Japanese,7.5,5310
Miss Devil: HR's Devil Mako Tsubaki,10,2018,Japanese,7.5,5780
"That Winter, the Wind Blows",16,2013,Korean,7.9,2379
Pope Rak,12,2014,Thai,7.9,2880
My Poison Lover,25,2022,Chinese,6.9,8489
Butterflied Lover,22,2023,Chinese,8.1,1523
The Vigilantes in Masks,30,2011,Chinese,8.1,1906
Kono Sekai no Katasumi ni,9,2018,Japanese,8.4,701
The Uncanny Counter,16,2020,Korean,8.8,130
The Smile Has Left Your Eyes,16,2018,Korean,8.3,1102
My Supernatural Power,26,2020,Chinese,7.8,3502
Sweet Dreams,49,2018,Chinese,7.7,3999
Bride's Revenge,30,2023,Chinese,7.4,6280
Starlit,22,2009,Taiwanese,7.1,7831
My Engineer,14,2020,Thai,7.7,4310
Nang Rai Tee Rak,12,2015,Thai,7.6,4383
Cat Street,6,2008,Japanese,6.9,8633
One Piece,8,2023,Japanese,8.8,140
Beach Boys,12,1997,Japanese,7.9,2429
Biblia Koshodou no Jiken Techou,11,2013,Japanese,7.6,4646
Law School,16,2021,Korean,8.6,339
Who Are You?,17,2008,Korean,7.2,7483
Age of Youth Season 2,14,2017,Korean,8.4,788
My Husky Boyfriend,12,2021,Chinese,7.4,5935
Taxi Driver,16,2021,Korean,8.8,151
9 End 2 Outs,16,2007,Korean,7.4,5984
The Cupids Series: Kammathep Jum Laeng,7,2017,Thai,7.7,3702
Journey to the West,25,1986,Chinese,8.1,1735
Pride,11,2004,Japanese,8.3,880
The Innocent Man,20,2012,Korean,8.1,1900
Friend Zone 2: Dangerous Area,16,2020,Thai,7.6,4620
Gasohug,6,2016,Thai,7.8,3007
The Penthouse Season 2: War in Life,13,2021,Korean,8.7,217
Hi Flower,18,2017,Chinese,7.6,4775
Oh! Boarding House,8,2022,Korean,7.1,8131
Three Bold Siblings,51,2022,Korean,7.3,6745
Road Home,30,2023,Chinese,8.3,1130
About Is Love,30,2018,Chinese,7.8,3113
Tawipob,17,2011,Thai,7.8,3092
L.O.R.D. Critical World,48,2019,Chinese,7.8,3081
Never Give Up,16,2022,Korean,7.9,2408
Koi to Dangan,9,2022,Japanese,7.0,8212
My Romance From Far Away,29,2022,Thai,7.8,3312
Love to Hate You,10,2023,Korean,8.6,392
Love Relationship,9,2015,Japanese,7.5,5889
In Love With a Rich Girl,13,2004,Taiwanese,6.8,8769
Youth of May,12,2021,Korean,8.8,170
KO One Return,30,2012,Taiwanese,7.6,4674
Fights Break Sphere,45,2018,Chinese,8.2,1251
Oh My Venus,16,2015,Korean,8.3,1127
Suikyuu Yankees,10,2014,Japanese,7.7,3802
I Belonged to Your World,20,2023,Chinese,8.2,1292
TEIOH,9,2009,Japanese,6.8,8774
If You Wish Upon Me,16,2022,Korean,8.4,678
Smile to Life,24,2022,Chinese,7.9,2940
Love Me in Three Days,24,2022,Chinese,7.6,5167
Chinese Paladin Season 5,45,2016,Chinese,7.6,5077
Shimokita Glory Days,12,2006,Japanese,6.8,8762
Okitegami Kyoko no Biboroku,10,2015,Japanese,8.2,1154
HiGH&LOW,10,2015,Japanese,8.3,946
Qing Qing Zi Jin,40,2020,Chinese,8.2,1253
Jinx,10,2021,Korean,7.4,6186
Big Thing,24,2010,Korean,7.4,6495
My Girlfriend's Boyfriend,16,2017,Chinese,7.5,5837
Nishiogikubo Mitsuboshi Youshudou,6,2021,Japanese,8.1,1896
Sisyphus: The Myth,16,2021,Korean,7.8,3575
Tokyo Tarareba Musume,10,2017,Japanese,7.7,3723
Matching! Boys Archery,8,2016,Korean,7.3,7113
Perfume,32,2019,Korean,7.8,3620
Miss Independent Ji Eun,8,2018,Korean,7.9,2709
Nothing But Thirty,43,2020,Chinese,8.2,1174
Missing Persons,12,2020,Chinese,7.6,4999
Detective L,24,2019,Chinese,8.3,1023
Brothers,13,2021,Thai,6.9,8483
Burning Jealousy,16,2019,Thai,7.2,7548
Aftermath Season 2,6,2014,Korean,7.0,8240
Chief of Staff,10,2019,Korean,8.0,2214
Switch Girl!! Season 2,8,2012,Japanese,7.6,4872
Goddess of Fire,32,2013,Korean,7.3,7104
In Family We Trust,18,2018,Thai,8.5,431
Sparkle Love,24,2020,Chinese,7.7,3707
The First Responders,12,2022,Korean,8.6,306
Star in My Heart,16,1997,Korean,7.6,5074
Dr. Ian,9,2015,Korean,7.1,8046
Six Flying Dragons,50,2015,Korean,8.7,210
Descendants of the Sun,16,2016,Korean,8.6,300
Mafia Tee Ruk,15,2007,Thai,7.2,7684
Here Is My Exclusive Indulge,34,2021,Chinese,7.7,4145
The Fabulous,8,2022,Korean,7.6,4614
Amensalism,13,2020,Taiwanese,7.6,4657
Lover of the Palace,10,2020,Korean,6.9,8621
Tourist,3,2018,Japanese,7.6,5100
Legendary Witch,40,2014,Korean,7.7,3705
When the Weather Is Fine,16,2020,Korean,8.2,1296
Asuko March!,9,2011,Japanese,7.5,5738
Your Highness,20,2017,Chinese,7.8,3480
SIGN,9,2011,Japanese,7.4,6382
Refresh Man,17,2016,Taiwanese,7.8,3399
The Legend of Dugu,55,2018,Chinese,7.9,2530
Let Me Be Your Knight,12,2021,Korean,7.9,2652
Saigo Kara Nibanme no Koi,11,2012,Japanese,7.8,3568
Hu Tong,36,2022,Chinese,7.8,3594
My Girl,16,2005,Korean,7.8,3441
Love Under the Moon,48,2019,Chinese,7.4,6434
My Secret Love,12,2022,Thai,7.6,5090
Phaen Rai Phai Rak,16,2013,Thai,7.4,6568
Vincenzo,20,2021,Korean,8.9,73
Ban Shu Legend,42,2015,Chinese,7.8,3125
My Love from the Ocean,28,2018,Chinese,7.4,6104
Hot Blooded Youth,58,2019,Chinese,7.8,3167
21st Century Family,8,2012,Korean,7.4,6444
"Drag, I Love You",22,2022,Thai,7.4,6114
Where Stars Land,32,2018,Korean,7.9,2882
Volleyball Lover,15,2010,Taiwanese,7.1,7946
Kurofuku Monogatari,8,2014,Japanese,7.2,7726
Saikou no Jinsei no Owarikata - Ending Planner,10,2012,Japanese,7.5,5528
Renascence,36,2020,Chinese,7.7,3744
Raeng Ngao,20,2012,Thai,7.4,6570
A Superior Day,8,2022,Korean,7.0,8402
Guardian,40,2018,Chinese,8.5,539
Devil Beside You,20,2005,Taiwanese,7.8,3477
Love Letter,16,2003,Korean,7.1,7885
Maids,20,2014,Korean,7.9,2895
Oh! Youngsim,10,2023,Korean,7.0,8142
The Immortal Promise,21,2022,Chinese,7.5,5808
Candle in the Tomb: The Wrath of Time,21,2019,Chinese,7.9,2749
RESCUE,9,2009,Japanese,7.5,5724
Ready for Love?,30,2023,Chinese,7.7,4061
Luead Rak Torranong,14,2016,Thai,7.5,5890
Iryu Team Medical Dragon  4,11,2014,Japanese,7.9,2650
Office Watch,8,2017,Korean,7.3,6967
Ima Ai ni Yukimasu,10,2005,Japanese,7.8,3123
Hanging On,10,2020,Korean,7.7,4016
The Man's Voice,8,2021,Korean,7.3,7000
Demi Gods & Semi Devils,54,2013,Chinese,7.6,5079
In the Day We Flipped,24,2022,Chinese,7.2,7287
Three Brothers,70,2009,Korean,7.5,5713
The Comments,5,2021,Thai,8.1,1584
On Cloud Nine,6,2022,Thai,7.1,8045
Be Yourself,24,2021,Chinese,8.2,1306
"Legally, Dad",6,2020,Korean,7.2,7541
Dok Ruk Rim Tang,29,2010,Thai,7.5,5278
Flash Marriage,17,2022,Thai,7.9,2526
Sora Kara Furu Ichioku no Hoshi,11,2002,Japanese,7.9,2889
Lie to Love,32,2021,Chinese,7.9,2847
The Eighth Sense,10,2023,Korean,8.1,1699
Don't Leave After School,24,2021,Chinese,7.9,2902
Man Who Dies to Live,24,2017,Korean,7.1,7876
Love by Chance 2: A Chance to Love,13,2020,Thai,6.9,8515
Hana ni Keda Mono,10,2017,Japanese,6.9,8508
Kimi no Koto Dake Mite Itai,4,2022,Japanese,7.7,4334
Banana Actually 2,12,2016,Korean,7.5,5911
Party A Who Lives Beside Me,24,2021,Chinese,7.9,2682
"Sweet, Savage Family",16,2015,Korean,7.3,7192
"Seisei Suruhodo, Aishiteru",10,2016,Japanese,7.2,7626
Man to Man,16,2017,Korean,7.8,3516
Destined to Love You,44,2015,Chinese,7.7,4198
The Journey 2,12,2017,Chinese,7.8,3213
Beauties of the Emperor,32,2012,Chinese,7.3,6866
Lub Luang Jai,11,2019,Thai,7.4,6334
Love Like White Jade,32,2021,Chinese,7.7,3965
Can We Get Married?,20,2012,Korean,7.0,8317
Tokyo Joshi Zukan,11,2016,Japanese,7.9,2788
May I Help You,16,2022,Korean,8.2,1332
Dame na Watashi ni Koishite Kudasai,10,2016,Japanese,7.6,4486
Old Fashion Cupcake,5,2022,Japanese,8.0,2070
Kamen Rider Gaim,47,2013,Japanese,8.0,2101
Skate Into Love,40,2020,Chinese,8.4,651
The Great Seer,35,2012,Korean,7.2,7251
Trap,7,2019,Korean,7.9,2928
Arang and the Magistrate,20,2012,Korean,7.9,2597
Mr. Fighting,45,2019,Chinese,7.8,3140
Love Keeps Going,13,2011,Taiwanese,7.4,6326
Legend of Fei,51,2020,Chinese,8.0,2018
Imawa no Kuni no Alice,8,2020,Japanese,8.8,122
Fah Fak Ruk,15,2020,Thai,7.5,5373
My Honey,24,2022,Chinese,7.3,6952
My Lonely Planet,24,2020,Chinese,7.8,3008
Ito-kun A to E,8,2017,Japanese,7.2,7570
Golden Bowl,11,2002,Japanese,7.7,4010
Oishii Proposal,10,2006,Japanese,7.2,7706
"My Lawyer, Mr. Jo",20,2016,Korean,7.9,2792
Be Strong Geum Soon,163,2005,Korean,7.5,5675
Immortal Samsara: Part 2,21,2022,Chinese,8.4,708
Room Alone Season 2,15,2015,Thai,7.3,6663
Operation Proposal,16,2012,Korean,7.3,7168
Top Star Yoo Baek,11,2018,Korean,7.6,4671
Padiwaradda,14,2016,Thai,8.1,1901
Children of Nobody,32,2018,Korean,8.6,346
Baek Hee Has Returned,4,2016,Korean,7.7,4236
Kimi wa Petto,16,2017,Japanese,7.8,3326
The Ingenuity of the House Husband,10,2021,Japanese,7.6,4868
Strongest Chil Woo,20,2008,Korean,7.1,8116
Assorted Gems,50,2009,Korean,7.3,6917
Love Affairs in the Afternoon,16,2019,Korean,7.9,2502
My Love From Another Star,16,2019,Thai,7.8,3532
Sound of the Desert,35,2014,Chinese,8.2,1472
Live On,8,2020,Korean,8.1,1538
Byakuyako,11,2006,Japanese,8.0,2157
She Would Never Know,16,2021,Korean,8.0,2176
A Date With the Future,36,2023,Chinese,8.2,1163
K.O.3an Guo,53,2009,Taiwanese,7.7,3818
Girl Next Room: Security Love,6,2020,Thai,7.5,5470
Evasive Inquiry Agency,16,2007,Korean,7.7,4062
The Legendary Life of Queen Lau,36,2022,Chinese,8.0,1934
Love Scene Number,8,2021,Korean,7.5,5752
Alice in Wonder City,15,2012,Taiwanese,7.2,7529
"Dragon Day, You're Dead Season 3",36,2022,Chinese,7.5,5927
Zettai Reido,11,2010,Japanese,7.6,4767
Matrimonial Chaos,32,2018,Korean,7.9,2946
Dance of the Sky Empire,28,2020,Chinese,8.1,1707
Omukae Desu,9,2016,Japanese,7.8,3309
Lost Love in Times,56,2017,Chinese,8.0,2112
Vampire Idol,79,2011,Korean,7.3,6878
Who Are You,18,2020,Thai,8.3,918
Someday,16,2006,Korean,7.2,7595
The Player,16,2021,Thai,7.5,5791
Risou no Kareshi,8,2022,Japanese,7.2,7630
I Have Three Boyfriends,10,2019,Korean,7.1,7793
Into the Ring,32,2020,Korean,8.1,1537
Bloody Heart,16,2022,Korean,8.2,1421
Taisetsu na Koto wa Subete Kimi ga Oshiete Kureta,10,2011,Japanese,7.2,7360
The Legend of Hao Lan,62,2019,Chinese,7.8,3440
Win The Future,40,2021,Chinese,7.4,6516
Moment at Eighteen,16,2019,Korean,8.0,2056
Zero no Shinjitsu,8,2014,Japanese,7.5,5658
In a Relationship,20,2022,Thai,6.8,8808
Happy Home,51,2016,Korean,7.3,6860
Cross,16,2018,Korean,7.9,2451
Khun Mae Suam Roy,31,2018,Thai,8.1,1890
Borrow Your Love,14,2013,Taiwanese,7.0,8175
"Unmei ni, Nita Koi",8,2016,Japanese,7.5,5417
Happy Merry Ending,8,2023,Korean,7.2,7762
Sapai Jao Sua,28,2021,Thai,7.6,4664
Piple: AI to Kekkon Seikatsu Hajimemashita,8,2020,Japanese,7.0,8172
Horse Doctor,50,2012,Korean,7.8,3042
Please Don't Spoil Me Season 2,21,2022,Chinese,7.9,2734
A Gentleman's Dignity,20,2012,Korean,8.2,1190
To the Dearest Intruder,15,2015,Taiwanese,6.9,8518
Café Minamdang,18,2022,Korean,8.1,1754
Capital Scandal,16,2007,Korean,7.6,4914
Koi wa Deep ni,9,2021,Japanese,7.5,5236
In Soon is Pretty,16,2007,Korean,6.9,8497
Mrs. Cop,18,2015,Korean,7.9,2521
Shiritsu Bakaleya Koukou,12,2012,Japanese,7.3,7158
The Killer Is Also Romantic,18,2022,Chinese,8.1,1549
Royal Nirvana,60,2019,Chinese,8.1,1803
Nagatan to Aoto: Ichika no Ryourijou,10,2023,Japanese,8.0,2096
