actor_id,actor_name,drama_name,character_name,role
e0cbfd21-33e0-4cfa-ba2e-25b6f9bb4731,Drake Sattabut Laedeke,'Cause You're My Boy,"""Mork"" Nueamork Jirapakpinit",Main Role
3b32b3fd-617d-416c-8d5a-e7f5753be1c5,Beau Thanakorn Chinakul,UMG,"""Kit"" Kittisak Emmanot",Support Role
3b32b3fd-617d-416c-8d5a-e7f5753be1c5,Beau Thanakorn Chinakul,Catch Me Baby,Jim,Support Role
3b32b3fd-617d-416c-8d5a-e7f5753be1c5,Beau Thanakorn Chinakul,Wifi Society: The Horror Home,Song,Main Role
cea29d64-8a7c-4aa3-9850-b1dfca459cf2,Cooper Patpasit Na Songkhla,Past-Senger,Kiao,Main Role
cea29d64-8a7c-4aa3-9850-b1dfca459cf2,Cooper Patpasit Na Songkhla,My Engineer,Bohn,Main Role
cea29d64-8a7c-4aa3-9850-b1dfca459cf2,Cooper Patpasit Na Songkhla,Way Back Home,Pol,Support Role
cea29d64-8a7c-4aa3-9850-b1dfca459cf2,Cooper Patpasit Na Songkhla,My Bromance,"""Golf"" Jirayut",Main Role
7c335582-4cb8-449f-9e93-c490c58a551a,Marc Pahun Jiyacharoen,Past-Senger,Bamee,Main Role
7c335582-4cb8-449f-9e93-c490c58a551a,Marc Pahun Jiyacharoen,Chains of Heart,Hin,Main Role
